user,id,rating,timestamp
AE23JYHGEN3D35CHE5OQQYJOW5RA,B000EEHKVY,5.0,1427926325000
AE23JYHGEN3D35CHE5OQQYJOW5RA,B000TGSM6E,5.0,1480348230000
AE23JYHGEN3D35CHE5OQQYJOW5RA,B008FDSWJ0,5.0,1528832546194
AE23JYHGEN3D35CHE5OQQYJOW5RA,B012VQ5A7S,5.0,1528829957330
AE23JYHGEN3D35CHE5OQQYJOW5RA,B076ZSHQ47,3.0,1583185764147
AE23JYHGEN3D35CHE5OQQYJOW5RA,B08LRLRRKM,5.0,1633610716542
AE23JYHGEN3D35CHE5OQQYJOW5RA,B08SJY4T7K,5.0,1361730191000
AE23JYHGEN3D35CHE5OQQYJOW5RA,B09YDBKT7M,5.0,1642464772969
AE23LDQTB7L76AP6E6WPBFVYL5DA,B005M0MUQK,4.0,1523727684523
AE23LDQTB7L76AP6E6WPBFVYL5DA,B007T8CUNG,5.0,1538338679388
AE23LDQTB7L76AP6E6WPBFVYL5DA,B008BPI2OW,5.0,1603052601947
AE23LDQTB7L76AP6E6WPBFVYL5DA,B00CGFRJ2Y,5.0,1628691083720
AE23LDQTB7L76AP6E6WPBFVYL5DA,B00CRQWMYM,5.0,1623256752804
AE23LDQTB7L76AP6E6WPBFVYL5DA,B015IJIO5U,5.0,1550441940530
AE23LDQTB7L76AP6E6WPBFVYL5DA,B07F69KR6K,5.0,1626554712470
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0853X3VDC,5.0,1538338366365
AE23LDQTB7L76AP6E6WPBFVYL5DA,B09198262S,5.0,1664305424891
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0928HW2P4,5.0,1618075356515
AE23LDQTB7L76AP6E6WPBFVYL5DA,B09NLV5LBK,5.0,1565530500329
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0B3MWSSYF,5.0,1628690313331
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0B8F6LD9F,5.0,1603135406670
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0B95V41NR,5.0,1618075795636
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0BG95DG2H,5.0,1628691218236
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0BPJ4Q6FJ,5.0,1651026979565
AE23LDQTB7L76AP6E6WPBFVYL5DA,B0BSR996X8,5.0,1565529596545
AE23WLBRYKEC67DM43M6E2MF7GPQ,1423414357,5.0,1449178285000
AE23WLBRYKEC67DM43M6E2MF7GPQ,B00356J8KE,1.0,1454014138000
AE23WLBRYKEC67DM43M6E2MF7GPQ,B00X7DDGBW,1.0,1512158610694
AE23WLBRYKEC67DM43M6E2MF7GPQ,B06W2NS7RW,5.0,1421775073000
AE23WLBRYKEC67DM43M6E2MF7GPQ,B074GXRXVR,4.0,1511198103506
AE23WLBRYKEC67DM43M6E2MF7GPQ,B07JL1KFT3,5.0,1631833014190
